FID	IID	phenotype_sim	genetic_score	error_term
HG03388	HG03388	-0.3643371319476669	-0.6095326705445885	0.24519553859692153
HG03391	HG03391	-0.3145444972838181	-0.3619091655593366	0.047364668275518496
HG03393	HG03393	-0.620262338617454	-0.4841189102968201	-0.13614342832063384
HG03394	HG03394	-0.007054242926026549	0.07037929021753367	-0.07743353314356022
HG03397	HG03397	-0.2269524105966207	-0.07153512199874973	-0.15541728859787096
HG03398	HG03398	-0.113114946400174	-0.3330596803221852	0.2199447339220112
HG03401	HG03401	-0.302308019706861	-0.11060849211644384	-0.19169952759041717
HG03410	HG03410	-0.3786393562823518	-0.22183879339136184	-0.15680056289098998
HG03419	HG03419	-0.061590858143653934	-0.1421239503193647	0.08053309217571077
HG03428	HG03428	0.06092143924450552	-0.13480015583336358	0.1957215950778691
HG03431	HG03431	-0.72585024738783	-0.582637405775825	-0.14321284161200495
HG03432	HG03432	-1.229853101770912	-1.0995717264013365	-0.13028137536957551
HG03433	HG03433	-0.18096458068647236	-0.25616946311201905	0.07520488242554667
HG03436	HG03436	-0.22836883279525955	-0.15104042696766556	-0.07732840582759398
HG03437	HG03437	-0.5302261521232061	-0.5458735474850982	0.015647395361892025
HG03439	HG03439	0.1989192239133184	0.1299283561762422	0.06899086773707619
HG03442	HG03442	-1.2040554734549465	-1.094710462423973	-0.10934501103097345
HG03445	HG03445	-0.44511447049522945	-0.4295697854598984	-0.015544685035331083
HG03446	HG03446	-0.465943182637309	-0.7500385400606319	0.28409535742332287
HG03449	HG03449	0.07754660513738054	0.053719942877069105	0.023826662260311438
HG03451	HG03451	0.03445071252305057	-0.09098798347404236	0.12543869599709292
HG03452	HG03452	-0.04352440379545182	-0.16636486982461068	0.12284046602915887
HG03455	HG03455	-0.7385361082963293	-0.6980567959370091	-0.04047931235932027
HG03457	HG03457	0.29328105040223773	0.06329910916974768	0.22998194123249008
HG03458	HG03458	0.1640809589030624	0.12472784740384665	0.039353111499215734
HG03460	HG03460	-0.3989987106389082	-0.40113659544149416	0.0021378848025859535
HG03461	HG03461	-1.2684949721523031	-1.170466128620319	-0.098028843531984
HG03462	HG03462	-2.801205134498469e-5	0.03586654043756421	-0.035894552488909194
HG03464	HG03464	-0.6881089757723098	-0.6047199428440071	-0.08338903292830269
HG03469	HG03469	-2.101768855780897	-2.0268507242153864	-0.07491813156551064
HG03470	HG03470	0.03331914687734986	0.05785498695913702	-0.024535840081787157
HG03472	HG03472	-0.12422844067738807	-0.031114461272954988	-0.09311397940443308
HG03473	HG03473	0.21500211139395717	0.0612532754661515	0.15374883592780567
HG03476	HG03476	-3.913275078260281e-4	-0.1421239503193647	0.14173262281153867
HG03478	HG03478	-1.044498594260093	-1.035830625513103	-0.0086679687469902
HG03479	HG03479	-0.9582068690063518	-0.9125082796931266	-0.045698589313225124
HG03484	HG03484	-0.38404569913862313	-0.42909970537293707	0.04505400623431394
HG03485	HG03485	-0.7841589402055085	-0.8042414006195031	0.020082460413994592
HG03488	HG03488	0.03273590776351626	-0.14972993575502186	0.18246584351853812
HG03490	HG03490	-0.41789823515882507	-0.2619334799004719	-0.1559647552583532
HG03491	HG03491	-0.036563631267741634	-0.15246349475346505	0.11589986348572341
HG03499	HG03499	-1.661074008896783	-1.3993477929292713	-0.2617262159675117
HG03511	HG03511	0.1044699356470608	0.009422291093505897	0.0950476445535549
HG03514	HG03514	-0.34539752703063537	-0.503998823137954	0.1586012961073186
HG03515	HG03515	-1.049289411171937	-1.0021251725847833	-0.04716423858715378
HG03517	HG03517	0.19611486193809152	0.25206332080322313	-0.055948458865131626
HG03518	HG03518	-0.18093987617429436	-0.06740007791668179	-0.11353979825761258
HG03520	HG03520	-0.3673277467239432	-0.39333344702608886	0.02600570030214564
HG03521	HG03521	0.42038604632870735	0.31303840801119803	0.10734763831750933
HG03538	HG03538	-0.004602058376052542	-0.06032556991558524	0.0557235115395327
HG03539	HG03539	-0.09956622728332368	-0.14123498918488625	0.04166876190156257
HG03547	HG03547	0.2170841518438626	0.05664040797076883	0.16044374387309376
HG03548	HG03548	-0.9683880419552667	-1.0689953809138388	0.10060733895857213
HG03549	HG03549	-0.5151107535404902	-0.5964216528693214	0.08131089932883113
HG03556	HG03556	0.02620278328574968	0.0736088736448437	-0.047406090359094016
HG03557	HG03557	-0.4449238789657542	-0.4592011205037125	0.014277241537958308
HG03558	HG03558	-0.35931371681853247	-0.39159332532050317	0.032279608501970716
HG03559	HG03559	0.1378385385771067	0.07058882832061497	0.06724971025649175
HG03563	HG03563	-0.7744366872382646	-0.6929543971666134	-0.08148229007165123
HG03565	HG03565	0.0672837679979588	-0.03631497004535054	0.10359873804330932
HG03567	HG03567	0.19250550892763402	0.12472784740384665	0.06777766152378738
HG03571	HG03571	0.09385399281743823	0.04872897220775485	0.04512502060968338
HG03572	HG03572	-0.10097820194008633	0.12844381527975196	-0.2294220172198383
HG03575	HG03575	-0.048719496223669514	-0.15645047384314242	0.10773097761947291
HG03577	HG03577	-0.18218437069264964	0.05524498252198101	-0.23742935321463066
HG03578	HG03578	0.0446378001221103	-0.03832749451976272	0.08296529464187302
HG03583	HG03583	-1.0070579583959636	-1.0739436408327894	0.06688568243682572
HG03585	HG03585	-0.2264887296929186	-0.19318787974771112	-0.03330084994520748
HG03589	HG03589	-0.10728428327562423	-0.06719053981360049	-0.04009374346202374
HG03593	HG03593	-0.6088178027467743	-0.5085450846934692	-0.10027271805330518
HG03594	HG03594	0.24272572186803565	0.1971188959898427	0.04560682587819296
HG03595	HG03595	-0.2523853564101224	-0.28278989064646887	0.03040453423634648
HG03598	HG03598	-0.15711313752590675	-0.1609668665798381	0.0038537290539313648
HG03600	HG03600	0.28429699507922856	0.2602326465304941	0.024064348548734474
HG03603	HG03603	-0.026849884524800777	-0.1649683234281838	0.13811843890338302
HG03604	HG03604	-0.21337010917494828	-0.11680989040760324	-0.09656021876734504
HG03607	HG03607	0.06396817347508903	0.06326503383461386	7.031396404751588e-4
HG03611	HG03611	-0.2902824358789544	-0.25605587332975116	-0.03422656254920325
HG03615	HG03615	-0.6551681321243489	-0.6457232371671124	-0.009444894957236489
HG03616	HG03616	-0.19034635394283198	-0.13749104216694832	-0.05285531177588365
HG03619	HG03619	-0.2848344061251864	-0.2274394089938141	-0.05739499713137232
HG03624	HG03624	-0.22261125394529319	-0.15023250952246597	-0.07237874442282721
HG03625	HG03625	0.17668344614501078	0.1286533533828333	0.048030092762177484
HG03629	HG03629	0.12797525190512382	0.05806452506221831	0.0699107268429055
HG03631	HG03631	0.17512418134068053	0.08161630034446717	0.09350788099621336
HG03634	HG03634	-0.06402202919371591	0.07058882832061497	-0.13461085751433088
HG03636	HG03636	0.4087646485402717	0.27994207042502245	0.1288225781152493
HG03640	HG03640	0.051297564790624	0.05806452506221831	-0.006766960271594312
HG03642	HG03642	0.1497146872124437	0.06326503383461386	0.08644965337782981
HG03643	HG03643	-0.29735139615363215	-0.2344499702565372	-0.06290142589709494
HG03644	HG03644	-0.3217070119719301	-0.2633614935912192	-0.05834551838071092
HG03645	HG03645	0.07845101174581473	0.06326503383461386	0.015185977911200872
HG03646	HG03646	0.22747757828455373	0.018351266509853303	0.20912631177470042
HG03649	HG03649	-0.25448572498368643	-0.29838434774428607	0.043898622760599616
HG03652	HG03652	0.034358748250709906	0.06326503383461386	-0.028906285583903957
HG03653	HG03653	-0.1557259536340262	-0.05874536534538493	-0.09698058828864126
HG03660	HG03660	-0.3060754726749701	-0.24873207884375007	-0.05734339383122003
HG03663	HG03663	0.2085430611842854	0.14202894495101645	0.06651411623326894
HG03667	HG03667	-0.4715279047126505	-0.36559989578090607	-0.10592800893174444
HG03668	HG03668	-0.08809290336348302	-0.28417130126617846	0.19607839790269543
HG03672	HG03672	0.13572015569873414	0.08171840736176818	0.05400174833696595
HG03673	HG03673	-0.1191247498795001	-0.12933209631592035	0.010207346436420248
HG03679	HG03679	-0.2063600332676216	-0.2547757146058139	0.0484156813381923
HG03680	HG03680	-0.06158773909582455	-0.0936949969502166	0.03210725785439205
HG03681	HG03681	-0.14875851644677257	-0.15962176775722775	0.010863251310455176
HG03684	HG03684	-0.17062282992670658	-0.23478558802744376	0.0641627581007372
HG03685	HG03685	-0.40294424519115507	-0.2876560550648719	-0.11528819012628318
HG03686	HG03686	-0.48944694537056815	-0.39290559649234635	-0.09654134887822181
HG03687	HG03687	-0.108554844323169	-0.09189357666764408	-0.01666126765552492
HG03689	HG03689	-0.19337359530807113	-0.15104042696766556	-0.04233316834040557
HG03690	HG03690	-0.14155390968969173	-0.10562879557255658	-0.03592511411713515
HG03691	HG03691	0.1839873920346145	0.04893851031083614	0.13504888172377835
HG03692	HG03692	-0.0020625332244244114	-0.027188955293968337	0.025126422069543925
HG03693	HG03693	0.128248159354425	0.20104440196882933	-0.07279624261440434
HG03694	HG03694	0.14530304727695753	-0.07364875017665326	0.2189517974536108
HG03695	HG03695	0.07904790547154929	-0.026918700977694276	0.10596660644924356
HG03696	HG03696	-0.27426559873969464	-0.18133200092706828	-0.09293359781262638
HG03697	HG03697	0.1856527145000263	0.05806452506221831	0.12758818943780798
HG03698	HG03698	-0.16527828887829313	-0.15884697060100733	-0.006431318277285807
HG03702	HG03702	-0.3625754690718214	-0.2357666898518801	-0.12680877921994133
HG03703	HG03703	-0.11767757208466587	-0.07992438117507844	-0.03775319090958743
HG03705	HG03705	-0.2730234499732058	-0.07641559275798501	-0.19660785721522078
HG03706	HG03706	0.3483378140758632	0.39168778639286755	-0.043349972317004375
HG03708	HG03708	0.032788704553782515	0.05806452506221831	-0.025275820508435798
HG03709	HG03709	-0.2216011987933761	-0.20070283245295287	-0.020898366340423222
HG03711	HG03711	-0.5369212520607979	-0.5216364260406701	-0.015284826020127854
HG03713	HG03713	-0.04782482535335706	-0.009126014751382173	-0.03869881060197489
HG03714	HG03714	-0.16641136969448567	-0.20932370638474823	0.04291233669026258
HG03716	HG03716	-0.244358413101611	-0.3353121741784272	0.09095376107681619
HG03717	HG03717	-0.22932290635473845	-0.12404874211642891	-0.10527416423830956
HG03718	HG03718	-0.2423979162646848	-0.15190361661370844	-0.09049429965097636
HG03720	HG03720	-0.14397217916427227	-0.03971325855236501	-0.10425892061190725
HG03722	HG03722	-0.019944492942280345	0.19584389319643378	-0.21578838613871412
HG03727	HG03727	0.4973169931491521	0.13777936813421546	0.3595376250149367
HG03729	HG03729	-0.03387772257023064	-0.057776199094951186	0.02389847652472055
HG03730	HG03730	0.26731549545909644	0.2643094358034432	0.003006059655653257
HG03731	HG03731	-0.24580425692011526	-0.16694556224322887	-0.07885869467688639
HG03733	HG03733	-0.035098747196052986	0.05806452506221831	-0.0931632722582713
HG03736	HG03736	0.2627705276133293	0.3159615120152011	-0.0531909844018718
HG03738	HG03738	0.07963151060217416	-0.06860495665646163	0.1482364672586358
HG03740	HG03740	0.1040619795253971	0.1793940839590505	-0.07533210443365339
HG03741	HG03741	-0.2582578172076677	-0.14087237882195042	-0.1173854383857173
HG03742	HG03742	-0.3361748257851294	-0.4432654808275402	0.10709065504241076
HG03743	HG03743	-0.2827906311397309	-0.030005148285999907	-0.252785482853731
HG03744	HG03744	-0.004828985347171716	0.13385386215522882	-0.13868284750240054
HG03745	HG03745	0.2065331869480419	0.12132955889683217	0.08520362805120973
HG03746	HG03746	0.07152058105907266	0.020623605290893493	0.05089697576817917
HG03750	HG03750	-0.014234816871427285	-0.003925505978986624	-0.010309310892440662
HG03752	HG03752	-0.22632428498847892	-0.1975328060442117	-0.02879147894426723
HG03753	HG03753	0.030109705131959777	-0.018892338511068356	0.04900204364302813
HG03754	HG03754	-0.07431988907214185	0.05413901908323169	-0.12845890815537353
HG03755	HG03755	-0.02736367111817475	0	-0.02736367111817475
HG03756	HG03756	0.06403683988053695	-0.06869756449013951	0.13273440437067646
HG03757	HG03757	-0.26811603753151864	-0.28204339206125584	0.013927354529737191
HG03760	HG03760	0.10122644971740084	0.20104440196882933	-0.09981795225142849
HG03762	HG03762	0.055152863340363706	0.12132955889683217	-0.06617669555646846
HG03765	HG03765	-0.5932829956752114	-0.5641576838679612	-0.029125311807250177
HG03767	HG03767	-0.06737562307627673	-0.09899559371406215	0.031619970637785426
HG03770	HG03770	0.061857942275797065	0.06618226781720297	-0.004324325541405912
HG03771	HG03771	0.33535684032357216	0.12132955889683217	0.21402728142674
HG03772	HG03772	-0.15563396615523334	-0.1138515066122636	-0.041782459542969747
HG03773	HG03773	-0.11937352345250683	-0.10826197110582143	-0.011111552346685403
HG03774	HG03774	-0.1545061602376854	-0.15929357723798604	0.004787417000300648
HG03775	HG03775	-0.13630121465718265	-0.03971325855236501	-0.09658795610481763
HG03777	HG03777	-0.1604294246506985	-0.13229053339455277	-0.028138891256145743
HG03778	HG03778	-0.049636196042194075	0	-0.049636196042194075
HG03779	HG03779	-0.323189193880119	-0.24061504509300002	-0.08257414878711897
HG03780	HG03780	-0.30354991630822636	-0.20202459432184694	-0.10152532198637941
HG03781	HG03781	-0.08581182054854945	-0.174094338179566	0.08828251763101654
HG03782	HG03782	0.05713252103818309	0	0.05713252103818309
HG03784	HG03784	-0.6783008257247212	-0.5892269553442019	-0.08907387038051934
HG03785	HG03785	-0.27166852562333266	-0.24331647136714307	-0.028352054256189575
HG03786	HG03786	-0.5101736237705496	-0.5109045642660932	7.309404955435899e-4
HG03787	HG03787	0.2237598980788586	0.20104440196882933	0.022715496110029265
HG03788	HG03788	-0.11885864079577967	-0.2266372193869552	0.10777857859117553
HG03789	HG03789	0.25633361259020065	0.13777936813421546	0.1185542444559852
HG03790	HG03790	-0.5933826596917093	-0.7011421735223848	0.10775951383067545
HG03792	HG03792	-0.38450254764148134	-0.4481045700027607	0.06360202236127936
HG03793	HG03793	-0.05655006698797197	0	-0.05655006698797197
HG03796	HG03796	0.11106177880448223	-0.009126014751382173	0.1201877935558644
HG03800	HG03800	0.03522388945739095	0.06326503383461386	-0.028041144377222906
HG03802	HG03802	0.07120552838124128	0.05688503963174299	0.014320488749498287
HG03803	HG03803	-0.42817858451283586	-0.3117748619988561	-0.11640372251397973
HG03805	HG03805	0.1604483882011349	0.1971188959898427	-0.036670507788707785
HG03808	HG03808	-0.06107638007092318	-0.01599341348046439	-0.04508296659045879
HG03809	HG03809	-0.19227183003960865	0.023551775282248853	-0.21582360532185751
HG03812	HG03812	-0.10023626362463474	-0.09777778361458332	-0.0024584800100514188
HG03814	HG03814	-0.6259231370528204	-0.7222872743144397	0.09636413726161928
HG03815	HG03815	0.014943134479197054	0.07354936628835276	-0.05860623180915571
HG03817	HG03817	-0.03580244925662647	-0.06719053981360049	0.031388090556974016
HG03821	HG03821	0.15007208051291118	0.13777936813421546	0.012292712378695732
HG03823	HG03823	0.10021357447357801	0.13777936813421546	-0.03756579366063745
HG03824	HG03824	-0.4976067507497276	-0.40770322276442317	-0.08990352798530443
HG03826	HG03826	-0.735717463955927	-0.6721750384855549	-0.06354242547037205
HG03829	HG03829	-0.11201717731126268	-0.12638550617266447	0.0143683288614018
HG03830	HG03830	-0.07378258571026516	-0.009126014751382173	-0.06465657095888298
HG03832	HG03832	-0.1717259270560439	-0.09777778361458332	-0.07394814344146058
HG03833	HG03833	-0.2827611170864187	-0.07111604579258711	-0.2116450712938316
HG03836	HG03836	-0.1379574260007303	0	-0.1379574260007303
HG03837	HG03837	-0.49231898914327965	-0.5764695974183269	0.08415060827504725
HG03838	HG03838	0.24666437300983027	0.24104598648846143	0.005618386521368833
HG03844	HG03844	0.037954524883728136	0	0.037954524883728136
HG03846	HG03846	0.08647188550766768	-0.07631655456498265	0.16278844007265034
HG03848	HG03848	0.040609269514543245	-0.09038142799399793	0.13099069750854117
HG03849	HG03849	0.05106029039309815	0	0.05106029039309815
HG03850	HG03850	0.04745683209702929	0.12132955889683217	-0.07387272679980288
HG03851	HG03851	-0.17416652386307802	-0.12446111660683525	-0.04970540725624276
HG03854	HG03854	-0.3658359533241663	-0.3257425483406987	-0.04009340498346757
HG03856	HG03856	-0.8891083082902482	-1.0098013818031177	0.12069307351286951
HG03857	HG03857	0.26781137804694666	0.19584389319643378	0.07196748485051287
HG03858	HG03858	-0.058280053652628214	-0.030511292931623767	-0.02776876072100445
HG03861	HG03861	-0.001079517340273367	0.08581260686041786	-0.08689212420069123
HG03862	HG03862	-0.026873078706917856	-0.05626210598275066	0.029389027275832803
HG03863	HG03863	-0.017843449225017023	0.05806452506221831	-0.07590797428723534
HG03864	HG03864	0.0196312794654621	-0.09777778361458332	0.11740906308004542
HG03866	HG03866	-0.4311380405131513	-0.5840943805174902	0.15295634000433886
HG03867	HG03867	0.45158304902839125	0.2755587362684309	0.17602431275996033
HG03868	HG03868	-0.2937772749689315	-0.27660577262286096	-0.017171502346070552
HG03869	HG03869	-0.3483407043376584	-0.3347261041169986	-0.013614600220659787
HG03870	HG03870	0.14066820455472878	0.103266618354246	0.03740158620048278
HG03871	HG03871	0.31886906025683154	0.20104440196882933	0.11782465828800222
HG03872	HG03872	-0.012744041396865136	-0.06719053981360049	0.05444649841673535
HG03873	HG03873	-0.15052388054039437	-0.1512591813225299	7.353007821355567e-4
HG03874	HG03874	-0.6679651280134902	-0.6182080884696916	-0.04975703954379861
HG03875	HG03875	0.24188733417995514	0.2205193879781291	0.02136794620182606
HG03882	HG03882	-0.2088903022371481	-0.07422600833233445	-0.13466429390481366
HG03884	HG03884	0.16762749565984067	0.12132955889683217	0.046297936763008495
HG03885	HG03885	0.13596799730486792	0.11612905012443663	0.019838947180431298
HG03886	HG03886	0.11246924140139299	-0.048851006594486504	0.1613202479958795
HG03887	HG03887	0.041612783113079976	0.12132955889683217	-0.07971677578375219
HG03888	HG03888	0.19605452545300303	0.1365098756039515	0.05954464984905153
HG03890	HG03890	-0.5931422314851083	-0.5144419440650382	-0.07870028742007003
HG03894	HG03894	0.15411109518832425	0.05806452506221831	0.09604657012610594
HG03895	HG03895	-0.20949017121892058	-0.3096459853230044	0.10015581410408383
HG03896	HG03896	0.20083187755082704	0.24032440274814137	-0.03949252519731433
HG03897	HG03897	-0.29860636662580253	-0.15163857132429254	-0.14696779530151002
HG03898	HG03898	-0.10145868563159738	0	-0.10145868563159738
HG03899	HG03899	0.07188095338761062	0	0.07188095338761062
HG03900	HG03900	0.24697147130240693	0.11612905012443663	0.13084242117797032
HG03902	HG03902	-0.2919376240331487	-0.33233040329068897	0.04039277925754023
HG03905	HG03905	-0.34168183709103533	-0.1877261504414491	-0.15395568664958623
HG03907	HG03907	-0.6501117120078403	-0.7324588290241082	0.08234711701626785
HG03908	HG03908	0.07023091204990185	0.05806452506221831	0.01216638698768354
HG03910	HG03910	-0.03953255848417703	-0.3478136759484187	0.3082811174642417
HG03911	HG03911	-0.20887163192618932	-0.29553307466302065	0.08666144273683132
HG03913	HG03913	0.04062864608057899	-0.10394922574050726	0.14457787182108625
HG03914	HG03914	0.12300476289393462	0.09934111237525939	0.023663650518675233
HG03916	HG03916	0.08187955269517036	0.12132955889683217	-0.039450006201661815
HG03917	HG03917	-0.32848920436444595	-0.103680528408615	-0.22480867595583098
HG03919	HG03919	0.12756546693426002	0.028752284054644403	0.0988131828796156
HG03920	HG03920	-0.1167607456443934	-0.19233229727181614	0.07557155162742274
HG03922	HG03922	0.36221306741268766	0.13777936813421546	0.22443369927847223
HG03925	HG03925	-0.16583860054616284	-0.09777778361458332	-0.06806081693157952
HG03926	HG03926	0.2044031612033559	0.0614628135692328	0.14294034763412308
HG03928	HG03928	-0.029409510710587915	0.05413901908323169	-0.0835485297938196
HG03931	HG03931	0.06319278489653699	-0.17250165601726622	0.2356944409138032
HG03934	HG03934	-0.08908042248610319	0.06326503383461386	-0.15234545632071705
HG03937	HG03937	-0.09355007476419255	0.04151567763183268	-0.13506575239602522
HG03940	HG03940	-0.1340623378119232	-0.30112325085792696	0.16706091304600376
HG03941	HG03941	-0.5338641371358699	-0.5763404176104815	0.042476280474611564
HG03943	HG03943	-0.3113803119781202	-0.15884697060100733	-0.15253334137711286
HG03944	HG03944	0.02171452476190723	0.13385386215522882	-0.11213933739332159
HG03945	HG03945	-0.06885402522578085	0.030875569768249976	-0.09972959499403083
HG03947	HG03947	-0.24874611799145013	-0.1351233546854928	-0.11362276330595732
HG03949	HG03949	0.2084461888380425	0.06326503383461386	0.14518115500342862
HG03950	HG03950	-0.38470900045946294	-0.36222663346747874	-0.022482366991984176
HG03951	HG03951	-0.04635835611370662	-0.17250165601726622	0.1261432999035596
HG03953	HG03953	0.210718598422519	0.06326503383461386	0.14745356458790512
HG03955	HG03955	-1.002130198890711	-0.8783600171678699	-0.1237701817228411
HG03960	HG03960	-0.05952644667238202	0	-0.05952644667238202
HG03963	HG03963	0.1550814269188721	0.2643094358034432	-0.10922800888457107
HG03965	HG03965	0.23234241932206712	0.19584389319643378	0.036498526125633354
HG03967	HG03967	0.09221555793836786	0.25390841825865207	-0.1616928603202842
HG03968	HG03968	0.12334837417366971	0.028752284054644403	0.09459609011902531
HG03969	HG03969	0.3128164092975094	0.21939566847868264	0.09342074081882681
HG03971	HG03971	0.2178931654710916	0.13777936813421546	0.08011379733687615
HG03973	HG03973	-0.07888289664537783	0.040001584519632136	-0.11888448116500996
HG03974	HG03974	-3.734425143399611e-4	0.09806610958185044	-0.0984395520961904
HG03976	HG03976	0.02374475316647997	0.023551775282248853	1.9297788423111464e-4
HG03977	HG03977	0.2598072588391376	0.15613063464406876	0.10367662419506884
HG03978	HG03978	-0.22088148824752385	-0.305927608651109	0.08504612040358517
HG03985	HG03985	-0.25631715069927763	-0.25645291358232497	1.357628830473349e-4
HG03986	HG03986	-0.1274851912348935	-0.1387994567165151	0.01131426548162162
HG03989	HG03989	0.09999246087688349	0.19584389319643378	-0.09585143231955029
HG03990	HG03990	0.013616349296994956	-0.17310369573533535	0.1867200450323303
HG03991	HG03991	-0.3142587531374235	-0.3123019987717271	-0.0019567543656964464
HG03995	HG03995	0.2501163673594056	0.1793940839590505	0.07072228340035513
HG03998	HG03998	0.04200951151759175	0.06326503383461386	-0.021255522317022112
HG03999	HG03999	-0.2475058772126198	-0.09777778361458332	-0.1497280935980365
HG04001	HG04001	0.06320715210840777	0.028752284054644403	0.034454868053763375
HG04002	HG04002	0.38709087961998057	0.3444694208097644	0.042621458810216145
HG04003	HG04003	0.13421868952416569	0.13777936813421546	-0.003560678610049773
HG04006	HG04006	-0.2326755598081946	-0.03971325855236501	-0.19296230125582958
HG04014	HG04014	-0.3664351058449396	-0.36719319685362284	7.580910086832332e-4
HG04015	HG04015	-0.6608562672090185	-0.6389805991901085	-0.021875668018909982
HG04017	HG04017	0.19495843908669133	0.05806452506221831	0.136893914024473
HG04018	HG04018	0.08018645344251346	-0.13798890623729676	0.21817535967981022
HG04019	HG04019	-0.03606167365128093	0.05806452506221831	-0.09412619871349924
HG04020	HG04020	-0.7974926246872275	-0.8406067223288121	0.043114097641584574
HG04022	HG04022	-0.19041722508846803	-0.21503727503586562	0.024620049947397568
HG04023	HG04023	-0.17196390923806107	-0.1786445493809879	0.0066806401429268265
HG04025	HG04025	-0.44843298921076424	-0.4698193684453145	0.021386379234550307
HG04026	HG04026	0.17354153521878718	0.16133114341646432	0.012210391802322869
HG04029	HG04029	-0.045138952935638355	-0.1387994567165151	0.09366050378087676
HG04033	HG04033	-0.3983757815577448	-0.4721210675290786	0.07374528597133383
HG04035	HG04035	-0.20226233683445638	-0.17076262335758657	-0.03149971347686982
HG04038	HG04038	-0.38093974704833106	-0.3041621084052604	-0.07677763864307062
HG04039	HG04039	-0.13465822695798704	-0.12608066007960594	-0.008577566878381111
HG04042	HG04042	0.05815000295321144	0.05806452506221831	8.547789099313022e-5
HG04047	HG04047	-0.0013891811970459245	0.06326503383461386	-0.06465421503165979
HG04054	HG04054	0.1268675239643217	0.1286533533828333	-0.00178582941851161
HG04056	HG04056	0.1400395010920975	0.25910892703104765	-0.11906942593895015
HG04059	HG04059	-0.2792656800943416	-0.23739306170027702	-0.04187261839406457
HG04060	HG04060	-0.2311335691622116	-0.245714575285092	0.01458100612288042
HG04061	HG04061	0.14340964952339968	0.05806452506221831	0.08534512446118137
HG04062	HG04062	0.4507518154579878	0.22187754536280413	0.2288742700951837
HG04063	HG04063	0.15529545202971604	-0.009126014751382173	0.1644214667810982
HG04070	HG04070	-0.08637088743961321	-0.08632482774555686	-4.6059694056353663e-5
HG04075	HG04075	-0.3291391331510686	-0.45664173307525935	0.12750259992419075
HG04076	HG04076	0.03056251378471815	0.12132955889683217	-0.09076704511211402
HG04080	HG04080	0.2751322412375574	0.13890308763366194	0.13622915360389548
HG04090	HG04090	-0.661229709187462	-0.5801009405928198	-0.08112876859464226
HG04093	HG04093	-0.1729713129770683	-0.26274610704276713	0.08977479406569884
HG04094	HG04094	-0.0017724261923099845	0	-0.0017724261923099845
HG04096	HG04096	-0.12279618479035914	-0.22648411705158655	0.10368793226122741
HG04098	HG04098	0.04869962229104513	0.13777936813421546	-0.08907974584317033
HG04099	HG04099	-0.04418539164995949	0.13890308763366194	-0.18308847928362143
HG04100	HG04100	-0.2761668582014063	-0.14556394156534228	-0.13060291663606405
HG04106	HG04106	-0.6280787645285636	-0.48029690739233044	-0.14778185713623312
HG04107	HG04107	0.052211596902738217	0.20104440196882933	-0.14883280506609112
HG04118	HG04118	-0.9986900857588205	-0.8902234465349466	-0.10846663922387385
HG04131	HG04131	-1.1819091064196827	-0.9787523627281189	-0.20315674369156383
HG04134	HG04134	0.1929775430618459	0	0.1929775430618459
HG04140	HG04140	-0.04261475816306916	-0.12698630560189486	0.0843715474388257
HG04141	HG04141	0.0025485225852707703	-0.003925505978986624	0.006474028564257394
HG04144	HG04144	-0.2550864569345329	-0.3371743096038699	0.08208785266933699
HG04146	HG04146	-0.3442184521283957	-0.319106958003249	-0.025111494125146662
HG04152	HG04152	0.10301506400009888	0.05933952785562724	0.04367553614447165
HG04153	HG04153	0.07829624001794669	0.05413901908323169	0.024157220934714993
HG04155	HG04155	-0.09824363813544806	-0.031114461272954988	-0.06712917686249308
HG04156	HG04156	-0.3845822895762445	-0.34832822732557545	-0.03625406225066905
HG04158	HG04158	0.24757720096231012	0.1286533533828333	0.11892384757947681
HG04159	HG04159	-0.3456215543902091	-0.23785162856802344	-0.10776992582218564
HG04161	HG04161	0.21498591124038735	0.19584389319643378	0.01914201804395356
HG04162	HG04162	-0.047911368501860806	-0.027188955293968337	-0.02072241320789247
HG04164	HG04164	-0.6302409022554122	-0.5853014493652153	-0.0449394528901969
HG04171	HG04171	0.165766177890668	0.023551775282248853	0.14221440260841914
HG04173	HG04173	-0.4944747140170077	-0.3884580373065546	-0.10601667671045312
HG04176	HG04176	0.44308528410433684	0.33362326133064923	0.10946202277368762
HG04177	HG04177	0.20252761250684276	0.09806610958185044	0.1044615029249923
HG04180	HG04180	-0.0030391828103868276	-0.00413504408206794	0.0010958612716811123
HG04182	HG04182	0.15213712378262745	0.05806452506221831	0.09407259872040914
HG04183	HG04183	0.11762745044160502	0.05413901908323169	0.06348843135837333
HG04185	HG04185	0.21201720615080905	0.18459459273144604	0.027422613419362987
HG04186	HG04186	0.01994957656307776	0.08510072058998046	-0.0651511440269027
HG04188	HG04188	0.11469362534164927	0.05806452506221831	0.05662910027943096
HG04189	HG04189	0.06039773831491159	-0.022907526325434455	0.08330526464034604
HG04194	HG04194	-0.4411462732464626	-0.6270074848784134	0.1858612116319508
HG04195	HG04195	0.0039471499311285185	0.13777936813421546	-0.13383221820308694
HG04198	HG04198	0.3322180767365822	0.25910892703104765	0.07310914970553455
HG04200	HG04200	0.028273791225044198	0	0.028273791225044198
HG04202	HG04202	-0.5071762397969498	-0.4423519922886044	-0.06482424750834541
HG04206	HG04206	-0.0917255918800231	-0.06719053981360049	-0.024535052066422626
